0am Food Checkin,4am Food Checkin,8am Food Checkin,12pm Food Checkin,4pm Food Checkin,8pm Food Checkin,0am Food Truck Checkin,4am Food Truck Checkin,8am Food Truck Checkin,12pm Food Truck Checkin,4pm Food Truck Checkin,8pm Food Truck Checkin,0am No Food Checkin,4am No Food Checkin,8am No Food Checkin,12pm No Food Checkin,4pm No Food Checkin,8pm No Food Checkin,Cater,Credit Card,Delivery,Drive-thru,Food Review,Food Truck Num,Food Truck Review,Food: 1 Price,Food: 2 Price,Food: 3 Price,Food: 4 Price ,Food: 1 Star,Food: 2 Star,Food: 3 Star,Food: 4 Star,Food: 5 Star,Good for Groups,Good for Kids,No Food Review,No Food: 1 Price,No Food: 2 Price,No Food: 3 Price,No Food: 4 Price,No Food: 1 Star,No Food: 2 Star,No Food: 3 Star,No Food: 4 Star,No Food: 5 Star,Noise: Average,Noise: Loud,Noise: Quiet,Outdoor Seating,Parking: Garage,Parking: Lot,Parking: Street,Parking: Valet,Parking: Validated,Reservation,Takeout,Waiter Service,Wi-Fi
156,24,924,1632,2444,1071,0,1,52,131,87,16,118,686,1899,1755,2068,1000,10,19,3,2,1758,1,55,13,6,0,0,0,1,3,12,3,17,3,1325,17,23,0,0,1,7,11,28,38,12,1,4,11,0,15,0,0,0,0,19,9,14
10,602,3158,3379,6316,1876,0,0,0,0,0,0,43,1499,2440,2021,3027,444,10,25,4,0,4508,0,0,2,17,5,1,0,0,4,16,5,24,3,1919,4,14,13,4,0,1,8,32,29,19,0,4,21,1,18,1,12,0,0,19,19,21
166,409,4228,7337,11504,3687,1,94,209,299,75,8,133,1067,4709,7385,7370,1608,39,88,7,3,8643,7,159,21,51,12,4,0,2,16,67,5,86,15,4556,19,97,46,8,2,11,61,111,104,63,5,15,68,14,55,6,14,2,0,77,62,76
38,36,379,454,318,122,0,0,5,9,0,1,28,73,240,282,199,95,5,39,4,5,431,2,19,31,7,0,0,0,5,15,18,5,31,0,294,10,16,2,0,2,7,12,12,14,19,4,7,5,0,11,0,0,0,0,39,20,22
51,63,400,550,869,203,0,0,4,4,3,1,80,311,796,928,817,281,8,18,1,2,505,2,15,10,7,0,0,0,0,5,12,2,17,0,508,8,11,6,0,2,3,12,21,23,13,2,1,9,0,9,0,0,0,0,18,6,15
199,188,4038,7357,12827,4905,1,13,254,234,86,16,135,1420,3051,4464,4315,1839,26,60,10,4,8540,6,258,28,32,1,0,0,1,12,40,8,49,13,4143,32,53,15,3,2,6,29,74,99,42,5,9,40,0,46,5,9,1,0,58,36,49
8,196,977,746,745,226,0,0,0,0,0,0,41,696,1200,966,1065,320,6,12,3,0,789,0,0,3,8,1,0,0,0,3,7,2,12,1,695,1,15,5,0,1,3,16,23,38,9,1,2,10,0,8,1,0,0,0,11,9,9
1083,864,8398,11194,18881,10246,6,142,1583,1013,704,112,726,2189,7018,8646,14844,5617,54,151,25,4,15714,24,1098,79,76,4,0,0,6,45,91,23,135,15,7464,52,67,19,3,14,26,54,116,172,98,19,18,99,35,36,65,11,12,0,139,91,124
80,74,767,937,1168,215,0,0,41,98,36,8,65,663,1411,1788,1506,336,16,31,6,5,1107,3,64,21,10,0,0,0,1,12,16,3,26,1,1007,17,23,4,0,0,8,34,40,43,15,1,10,13,1,16,0,0,0,0,31,13,22
65,221,2489,4219,6192,1661,0,2,102,146,197,34,50,534,3406,5302,5575,1502,24,74,11,9,4260,2,104,40,30,2,0,0,6,21,45,6,68,1,2767,25,67,24,2,3,14,48,81,74,46,6,6,41,0,44,4,0,0,0,69,31,54
48,300,2826,2111,2927,829,0,0,62,87,51,9,209,1472,2978,4164,6582,1394,10,29,5,3,1872,2,33,14,14,1,0,0,0,7,18,6,28,3,1675,14,26,5,3,4,6,25,27,41,17,2,8,23,0,21,0,0,0,0,26,15,24
2,96,448,514,1181,271,0,0,0,0,0,0,13,361,786,549,490,102,7,20,1,0,1281,0,0,2,10,6,2,0,0,2,16,2,18,2,456,2,9,4,2,1,0,2,16,20,14,0,4,14,0,13,3,4,0,0,17,17,14
193,25,184,449,1003,304,0,0,0,0,0,0,120,503,1268,1289,1207,269,5,18,4,2,564,1,5,11,7,0,0,0,3,7,7,2,13,1,833,9,15,3,0,1,3,14,33,42,5,0,4,5,0,8,0,0,0,0,18,5,8
21,74,840,984,2085,518,0,0,43,24,6,0,3,93,285,229,360,107,9,13,0,0,1122,1,15,1,11,1,0,0,0,2,10,1,13,0,301,3,5,1,0,0,2,2,15,9,9,1,3,13,0,11,0,0,0,0,10,9,11
551,395,5405,10096,15553,6260,34,89,784,555,344,72,145,649,2749,4702,6506,2453,36,88,17,8,8959,5,453,54,37,1,0,0,5,28,50,11,81,12,3444,34,53,15,1,4,12,38,71,87,48,12,23,60,2,73,3,1,0,0,89,52,74
24,46,318,462,458,106,0,1,0,0,3,2,30,204,459,446,251,63,9,32,4,7,673,1,5,29,8,0,0,1,3,13,14,9,29,1,640,13,15,1,0,3,10,16,26,30,16,2,10,10,0,13,0,0,0,0,35,16,24
172,1111,5933,4438,5585,2166,1,121,955,960,791,118,219,2057,3602,3308,6002,1392,14,40,8,2,3834,4,496,21,17,1,0,0,1,11,24,5,35,8,2420,24,36,3,2,1,7,30,51,65,24,0,9,21,0,28,2,0,0,0,37,19,28
29,120,1559,1438,625,195,0,0,2,2,0,0,66,374,512,486,596,273,11,35,5,3,1509,2,7,22,11,0,1,0,1,15,15,4,30,2,1126,3,20,3,0,8,4,13,28,33,20,0,9,16,0,25,2,0,0,0,30,15,24
27,46,508,952,2199,563,0,21,64,21,2,0,30,375,800,907,748,179,9,30,9,5,1410,2,24,23,9,0,0,0,3,9,21,1,28,3,756,21,17,1,0,2,5,24,25,26,16,0,9,7,0,18,0,0,0,0,33,13,19
68,41,381,438,871,238,0,52,114,27,0,1,11,166,565,558,554,174,5,23,2,2,510,2,49,10,14,0,0,0,4,6,12,3,20,0,540,10,15,4,2,1,6,16,19,38,11,2,2,13,0,11,0,0,0,0,22,12,14
40,125,1112,1020,1805,494,0,0,36,45,12,1,57,514,1615,1494,1478,505,16,55,11,2,1813,4,68,36,16,1,0,1,8,11,29,7,43,8,1596,35,32,2,3,4,4,26,64,74,34,2,8,15,0,32,0,0,0,0,53,33,41
31,77,597,1124,1834,524,1,23,102,134,30,7,79,396,1680,3213,2740,814,9,44,5,6,1522,3,115,28,14,1,0,1,5,26,11,3,37,7,1969,17,48,6,3,6,13,30,53,32,21,5,11,12,0,22,1,3,0,0,43,19,31
43,73,1163,1837,2275,633,3,9,254,317,178,38,162,607,1086,1111,1186,731,12,43,2,3,3116,4,354,33,13,0,0,0,5,5,26,11,39,8,1354,17,21,3,0,0,3,21,37,44,27,2,6,10,0,31,4,0,0,0,43,22,34
39,18,294,551,884,248,2,0,6,6,18,7,78,211,811,916,891,401,8,27,5,4,782,1,37,24,7,2,0,0,5,9,15,7,25,3,813,14,14,1,0,2,7,7,23,27,17,1,7,5,0,19,0,0,0,0,32,15,19
78,37,497,819,1034,387,0,34,141,72,42,6,30,224,673,594,427,183,8,27,6,2,879,5,63,19,7,0,0,0,3,9,16,1,19,4,522,3,22,2,0,3,6,17,17,22,11,2,7,10,0,13,0,0,0,0,25,11,16
54,285,2417,2820,4924,1193,0,0,2,14,5,0,75,552,1747,2042,2075,549,24,59,9,5,3910,3,26,33,27,1,0,0,3,14,38,8,49,7,1718,21,30,5,2,1,8,22,56,53,32,2,17,30,0,41,1,0,0,0,60,26,48
10,33,159,173,322,103,0,0,0,0,0,0,31,508,949,816,1094,346,3,14,1,3,295,0,0,12,2,0,0,0,0,7,6,2,12,0,373,4,9,2,0,1,4,9,15,11,6,1,5,3,0,7,1,0,0,0,13,3,8
30,20,444,780,1065,285,0,1,2,3,1,1,35,247,708,691,774,348,13,54,10,3,764,1,3,33,17,1,0,0,9,18,28,6,48,0,455,16,17,0,1,3,6,28,17,12,25,5,14,10,0,16,0,0,0,0,56,19,30
5,36,226,280,802,203,0,0,0,0,0,0,16,192,621,567,526,95,8,19,7,2,791,0,0,6,12,0,1,0,1,8,10,1,14,3,647,7,17,2,1,0,5,11,17,30,9,0,5,9,0,11,0,0,0,0,19,12,13
244,57,841,1404,3289,1271,0,0,0,0,0,0,82,1880,2620,2343,4192,664,6,20,2,6,1550,0,0,11,9,0,0,0,2,5,13,1,19,4,1093,8,18,3,0,3,3,18,23,39,13,1,2,11,0,12,0,1,0,0,20,9,11
155,385,1923,2402,4979,1775,0,4,117,171,92,12,171,1195,2489,2608,4230,1568,20,51,6,6,4968,3,106,25,17,6,1,0,3,7,34,8,40,10,2401,16,43,13,1,0,4,19,49,77,33,0,13,20,0,35,4,5,0,0,48,26,41
23,79,1708,2313,2428,621,0,185,283,51,8,1,259,798,2528,3704,3335,630,17,35,4,4,1999,2,135,25,11,1,0,0,3,12,20,2,32,2,1529,13,28,5,2,2,4,22,33,39,21,3,6,22,0,21,0,0,0,0,35,13,26
59,116,2111,3062,5353,1512,0,32,333,237,94,18,69,1048,2334,2286,2502,593,22,52,5,1,3918,3,155,8,40,4,0,0,0,8,37,8,48,8,2160,11,63,16,1,1,5,23,46,96,37,4,8,38,2,39,3,2,0,0,48,43,45
269,182,1996,3061,3862,1602,0,0,25,93,61,19,134,1164,3225,4167,4330,1564,26,57,9,3,3128,2,82,33,23,0,0,0,5,15,33,4,51,10,3152,35,61,7,2,2,16,48,75,70,32,2,19,23,0,41,0,0,0,0,57,25,44
2,16,203,277,392,71,0,0,0,0,0,0,2,51,190,329,395,68,3,13,0,0,496,0,0,5,8,0,0,0,0,4,9,0,12,2,171,2,5,7,1,0,0,4,11,11,7,0,3,9,0,9,0,0,0,0,13,8,7
32,139,1543,2758,4258,1042,1,20,114,206,101,7,28,803,1964,2569,2470,734,23,68,9,11,3212,4,98,39,28,0,0,1,6,15,41,8,62,8,1755,26,48,11,1,2,11,38,60,67,41,7,13,27,0,47,1,0,0,0,70,29,54
120,169,1956,3348,5034,1605,0,5,267,570,63,7,106,552,1706,2514,2471,476,32,78,15,7,3793,3,140,42,35,1,0,0,4,19,48,8,75,6,1678,36,45,11,1,1,16,44,65,50,43,3,20,27,0,51,0,0,0,0,74,44,62
46,230,1053,1689,3093,757,0,1,36,73,34,8,14,484,1096,1165,1162,313,13,39,8,5,2572,2,33,17,18,4,1,0,2,13,22,3,32,4,1278,15,30,9,3,0,5,22,42,54,27,1,8,16,0,26,0,2,0,0,35,22,30
0,9,20,21,92,11,0,0,0,0,0,0,1,13,35,36,17,4,0,4,1,0,137,0,0,1,3,0,0,0,0,1,3,0,4,1,44,1,0,0,0,0,0,0,1,3,2,0,1,4,0,3,0,0,0,0,4,4,4
112,421,5500,6978,8567,2385,11,68,226,164,54,9,180,1029,3266,3596,3418,1189,40,83,15,5,7777,4,113,52,28,2,0,0,4,18,52,12,72,14,3245,16,53,3,0,3,7,25,58,71,66,1,9,49,2,66,4,1,0,0,82,37,68
59,130,1280,1962,3371,885,0,0,1,11,25,6,39,210,795,1397,1442,649,26,55,9,5,2902,1,39,21,34,0,0,0,5,11,38,2,52,8,1069,21,27,7,1,1,8,26,49,38,38,4,9,27,0,39,1,0,0,0,52,30,42
43,77,1318,2309,3027,848,5,55,381,176,177,29,33,1266,2154,2542,2794,732,22,47,12,8,2672,3,246,21,25,1,0,0,1,17,24,5,44,7,2107,13,51,1,3,4,7,25,67,78,36,1,8,22,0,37,1,1,0,0,46,29,41
23,57,509,807,995,343,0,0,0,0,0,0,11,755,1345,1255,1695,392,7,15,3,0,723,0,0,6,8,0,0,0,0,4,11,1,12,1,932,5,14,6,2,0,4,13,35,27,9,2,2,11,0,11,0,0,0,0,14,7,13
97,247,2042,2643,3772,1549,0,0,71,69,87,16,41,307,1901,1694,1602,420,19,48,7,6,2857,4,108,31,14,1,1,2,3,13,30,1,41,4,1259,19,30,2,1,1,9,19,37,47,28,6,7,23,0,20,15,0,0,0,46,23,38
25,201,1193,1156,1065,213,1,32,156,150,3,2,20,297,536,401,266,105,8,24,3,7,958,3,108,17,6,0,0,0,0,6,13,5,20,1,829,6,7,1,0,3,7,14,23,41,10,0,8,7,0,13,0,0,0,0,23,9,17
146,85,1017,1967,3307,1663,0,0,1,3,0,0,107,407,2031,3238,3929,1043,8,47,7,9,1960,1,5,22,24,0,0,0,3,18,25,2,43,0,1335,9,32,10,0,3,4,22,34,22,23,6,8,24,0,25,3,0,0,0,45,23,29
36,80,477,551,1010,333,0,0,0,0,0,0,27,82,259,379,367,184,9,34,9,4,920,0,0,25,8,0,0,0,2,6,21,6,31,3,371,15,12,2,1,0,2,10,25,15,19,2,9,6,0,26,0,0,0,0,35,20,23
34,55,781,1264,1207,335,0,0,50,41,14,5,35,471,1014,946,869,269,9,51,11,2,1299,1,15,36,16,0,0,1,7,14,27,6,42,4,814,21,18,1,0,1,7,17,28,28,18,5,14,16,0,25,0,0,0,0,52,17,31
85,132,1799,2347,3333,1394,0,0,71,69,87,16,16,39,441,608,508,105,15,29,2,1,2443,4,108,14,12,1,1,1,0,6,22,1,27,4,551,7,11,2,1,1,4,13,16,24,18,3,6,18,0,12,15,0,0,0,27,16,25
26,121,1282,1988,2431,607,0,0,0,0,0,0,23,266,934,1552,1783,486,12,25,6,2,2126,0,0,11,15,0,0,0,1,7,19,1,24,3,1131,11,14,2,0,1,5,10,18,28,19,1,6,9,0,18,0,0,0,0,24,17,19
88,228,1930,2433,3410,1402,0,0,71,69,87,16,23,69,512,694,674,199,18,37,5,3,2551,4,108,23,12,1,1,2,1,11,24,2,34,4,831,12,14,2,0,2,7,6,21,31,26,4,5,21,0,14,15,0,0,0,36,18,33
32,51,622,1153,2011,562,0,0,21,29,26,3,17,242,1281,1382,1201,325,8,27,3,4,805,1,16,17,8,0,0,0,2,11,13,2,26,2,557,6,20,3,0,1,4,14,23,6,19,3,2,15,0,13,0,0,0,0,26,12,19
99,89,1693,3560,5383,1509,0,43,165,184,83,4,22,440,1663,2475,2076,443,24,50,9,4,3057,3,99,21,26,3,0,0,2,13,36,1,47,3,1557,10,57,16,2,2,9,30,58,31,36,5,4,36,0,39,0,0,0,0,49,25,40
28,90,2057,4054,6201,1716,0,85,528,420,248,49,65,560,2589,5399,4949,1057,22,48,3,5,3254,5,293,20,28,1,0,0,0,13,34,3,46,10,1851,11,70,28,4,0,10,45,64,37,38,4,1,32,0,39,1,0,0,0,48,26,40
85,134,1829,2376,3341,1398,0,0,71,69,87,16,24,213,1567,1175,1056,238,15,31,2,2,2453,4,108,16,12,1,1,1,0,7,23,1,28,4,626,6,14,2,1,1,4,14,18,25,18,3,6,18,0,12,15,0,0,0,29,16,25
26,133,1403,2180,2573,630,0,0,0,0,0,0,24,484,1094,1771,1938,533,13,27,6,2,2293,0,0,12,16,0,0,0,1,7,20,2,26,3,1264,14,17,2,1,1,5,13,22,33,21,1,6,11,0,20,0,0,0,0,26,17,21
80,136,2303,4406,6511,2007,0,36,186,144,63,18,56,592,2294,4371,3568,758,20,51,4,4,3605,3,79,23,27,1,0,0,2,12,36,3,47,10,1681,9,47,23,4,3,12,36,65,38,40,4,2,30,0,38,0,0,0,0,51,27,42
27,73,1786,3574,5658,1614,0,85,528,420,248,49,61,242,2188,4854,3909,807,19,40,2,4,2750,5,293,15,25,1,0,0,0,12,28,2,38,9,1552,6,63,28,3,0,9,41,59,29,31,4,1,26,0,33,1,0,0,0,40,24,33
13,89,565,829,1640,413,0,1,61,141,61,8,8,326,629,614,795,188,10,26,3,2,910,2,51,12,11,0,0,1,3,7,15,1,24,1,552,9,19,1,1,0,4,8,25,19,15,1,5,10,0,16,0,0,0,0,25,13,18
9,43,368,526,786,179,1,0,19,43,17,9,20,73,341,347,426,106,3,14,3,2,828,1,22,10,6,0,0,0,2,1,10,4,14,0,471,6,15,2,0,2,3,14,13,28,9,0,4,5,0,9,0,0,0,0,16,7,13
7,6,233,312,524,124,0,0,6,6,4,0,0,44,179,212,174,24,4,9,0,1,391,1,7,4,5,0,0,0,1,3,5,0,9,0,181,2,7,2,0,1,2,6,9,7,6,2,0,5,0,4,0,0,0,0,9,3,5
15,57,1484,3108,5029,1446,0,49,420,399,243,48,59,170,1834,4240,3561,800,14,32,0,2,2364,4,266,10,22,1,0,0,0,11,21,2,30,7,1317,5,54,28,3,0,9,35,56,23,24,4,0,21,0,28,0,0,0,0,32,20,26
13,99,551,761,1577,412,0,1,61,141,61,8,7,165,466,512,647,172,11,26,2,2,878,2,51,12,11,0,0,0,3,7,15,1,23,1,512,7,19,1,1,0,3,6,24,19,14,1,6,11,0,16,0,0,0,0,23,14,18
9,6,251,361,573,140,0,0,6,6,4,0,0,45,177,202,169,25,5,12,0,1,429,1,7,4,6,0,0,0,1,5,6,0,10,0,195,2,7,2,0,1,3,6,10,6,7,2,0,6,0,5,0,0,0,0,10,4,6
15,57,1484,3108,5029,1446,0,49,420,399,243,48,60,173,1865,4291,3611,805,14,32,0,2,2364,4,266,10,22,1,0,0,0,11,21,2,30,7,1348,5,55,28,3,0,9,36,58,24,24,4,0,21,0,28,0,0,0,0,32,20,26
7,1,70,320,937,226,0,0,43,24,6,0,0,18,93,57,95,13,2,5,0,0,471,1,15,0,4,1,0,0,0,0,5,0,5,0,79,2,1,0,0,0,1,1,8,3,4,0,1,5,0,5,0,0,0,0,4,3,4
19,39,1183,1782,3011,888,1,2,119,151,88,20,26,463,1049,1687,2059,387,10,29,3,2,1838,1,96,14,15,1,0,0,0,8,19,4,26,4,848,9,28,10,4,0,8,22,28,32,18,3,4,18,0,24,1,0,0,0,29,15,26
84,228,1915,2382,3337,1367,0,0,71,69,87,16,10,28,378,588,567,163,16,33,2,2,2479,4,108,18,12,1,1,2,1,9,21,1,29,4,696,8,10,2,0,1,4,10,19,29,23,4,4,19,0,13,15,0,0,0,31,17,29
84,228,1915,2382,3337,1367,0,0,71,69,87,16,10,28,378,588,567,163,16,33,2,2,2479,4,108,18,12,1,1,2,1,9,21,1,29,4,696,8,10,2,0,1,4,10,19,29,23,4,4,19,0,13,15,0,0,0,31,17,29
1,27,264,108,52,8,0,0,3,0,1,0,0,16,125,121,147,26,1,2,0,0,118,1,7,1,1,0,0,0,0,0,3,0,2,1,97,0,1,1,0,0,1,2,3,3,2,0,0,2,0,1,0,0,0,0,2,1,1
8,216,2262,2424,3445,1045,0,1,7,4,26,4,13,494,772,455,468,135,11,22,1,3,3035,2,14,9,13,0,0,0,1,5,13,3,14,7,787,12,12,3,0,1,1,9,23,41,16,1,4,15,0,16,4,0,0,0,22,14,20
17,6,153,315,399,92,0,2,95,145,169,27,12,93,394,551,846,373,3,5,1,0,266,1,84,3,2,0,0,0,0,2,4,0,5,0,379,3,13,6,0,1,4,6,17,14,5,0,0,2,0,3,0,0,0,0,5,2,4
53,226,1059,1955,2627,673,1,1,65,149,74,11,43,342,939,1229,972,238,21,39,6,4,2005,3,81,20,19,0,0,0,0,16,20,3,39,3,772,8,31,9,0,0,9,15,35,22,27,3,5,27,0,28,0,0,0,0,39,21,31
19,25,343,318,452,176,0,1,4,12,23,3,10,386,864,814,1479,283,4,11,3,0,491,1,31,4,5,1,0,0,0,2,7,3,8,0,424,5,17,2,1,1,1,9,10,15,4,1,3,6,0,7,0,0,0,0,10,4,8
26,222,907,1506,1927,411,2,15,117,147,68,13,43,259,812,909,702,201,16,31,4,3,1699,4,85,18,13,0,0,0,0,10,17,4,30,2,520,4,24,2,0,1,4,11,20,23,23,1,3,19,0,22,0,0,0,0,31,15,25
5,179,1834,1928,2866,926,0,1,7,4,26,4,5,321,588,302,324,99,7,10,1,0,2348,2,14,3,7,0,0,0,0,1,6,3,7,3,415,6,12,2,0,1,0,4,10,26,8,1,1,8,0,7,4,0,0,0,10,8,10
3,69,103,99,68,22,0,1,41,129,39,0,10,147,475,185,175,124,0,4,1,1,58,1,18,3,1,0,0,0,0,3,2,0,4,0,283,4,4,1,1,1,2,6,6,21,2,0,1,0,0,1,0,0,0,0,4,1,1
18,24,486,1164,2085,531,1,0,76,190,100,7,9,143,706,1095,1126,426,8,23,2,3,1112,3,86,12,12,0,0,0,0,7,15,2,23,3,728,11,19,4,0,2,6,16,21,25,17,5,1,10,0,18,1,0,0,0,24,11,19
18,24,467,1086,1852,485,1,0,76,190,100,7,8,136,687,1075,1102,412,8,22,2,2,952,3,86,11,11,0,0,0,0,7,13,2,21,2,716,10,20,4,0,1,6,15,21,26,16,4,1,10,0,16,1,0,0,0,22,11,17
29,21,512,1106,2139,542,0,2,95,145,169,27,16,160,891,1255,1763,660,9,20,2,3,1328,1,84,10,10,0,0,0,1,4,15,1,20,0,958,10,24,10,0,2,5,19,31,26,16,2,0,9,0,14,0,0,0,0,20,12,17
6,44,334,436,632,159,0,0,1,3,1,1,7,182,361,362,338,74,9,18,7,3,757,1,13,12,6,0,0,0,0,7,9,4,17,0,331,4,9,3,0,0,7,6,13,14,11,0,6,11,1,11,0,0,0,0,18,10,16
1,1,26,44,31,4,0,0,1,0,4,0,0,136,401,215,474,67,1,3,1,0,52,1,10,2,1,0,0,0,0,2,0,1,3,0,126,1,1,0,0,0,1,3,4,5,1,0,1,1,0,2,0,0,0,0,2,1,2
8,217,2272,2451,3502,1054,0,1,7,4,26,4,13,489,709,405,459,132,11,23,1,3,3111,2,14,9,14,0,0,0,1,5,14,3,15,7,758,13,13,2,0,1,1,7,23,41,17,1,4,15,0,17,4,0,0,0,23,15,21
11,36,475,1039,1697,567,0,0,7,1,28,7,13,74,1007,1885,1621,405,9,24,2,5,840,1,20,13,9,1,0,0,2,8,13,1,22,0,576,3,14,4,0,0,3,4,13,10,15,1,1,16,0,15,0,0,0,0,22,9,16
6,129,662,608,1211,276,0,0,1,11,25,6,26,250,509,583,661,422,12,25,5,2,922,1,39,13,10,1,0,0,1,4,18,2,20,1,374,6,12,2,0,1,6,7,21,17,15,0,6,14,0,12,2,0,0,0,24,9,16
51,5,160,150,373,108,0,0,2,0,0,2,18,41,154,171,115,60,2,8,2,1,175,2,8,3,4,0,0,0,1,3,4,0,5,0,156,1,7,1,0,2,4,8,5,7,3,0,2,3,0,4,0,0,0,0,7,2,6
6,132,703,701,1431,319,0,0,1,11,25,6,28,330,677,761,922,442,14,26,7,2,1056,1,39,13,11,1,0,0,1,5,19,1,20,2,419,9,14,2,0,1,5,5,30,20,16,0,6,14,0,16,2,0,0,0,25,12,18
12,13,165,291,341,113,0,34,127,55,22,3,22,181,426,344,247,125,5,12,3,1,304,3,43,8,5,0,0,0,3,3,8,0,11,1,273,2,8,2,0,3,5,10,12,6,6,1,5,6,0,6,0,0,0,0,12,6,8
4,13,56,62,91,17,0,0,0,0,0,0,12,53,218,283,71,24,0,6,1,3,71,0,0,4,2,0,0,0,0,3,3,0,5,0,33,2,1,1,0,0,0,1,3,2,6,0,0,2,0,2,0,0,0,0,6,2,3
6,39,874,1408,2056,416,0,1,78,147,108,14,32,311,1792,2948,2790,589,13,31,5,1,1409,2,59,12,19,1,0,0,3,13,14,3,30,1,1217,9,43,20,3,1,10,29,42,25,25,2,0,16,0,20,1,0,0,0,27,19,23
12,13,165,291,341,113,0,34,127,55,22,3,22,184,431,350,256,125,5,12,3,1,304,3,43,8,5,0,0,0,3,3,8,0,11,1,301,2,8,2,0,3,5,9,12,7,6,1,5,6,0,6,0,0,0,0,12,6,8
12,13,165,291,341,113,0,34,127,55,22,3,22,184,434,354,257,125,5,12,3,1,304,3,43,8,5,0,0,0,3,3,8,0,11,1,304,2,9,2,0,3,5,10,12,7,6,1,5,6,0,6,0,0,0,0,12,6,8
8,51,333,482,991,203,0,0,45,102,42,5,9,329,731,717,973,225,6,11,3,1,473,1,39,8,3,0,0,0,2,1,7,1,10,2,485,5,15,3,0,1,8,5,15,23,7,0,1,7,0,7,0,0,0,0,11,3,9
4,31,632,1266,1578,337,0,1,78,147,108,14,18,90,1271,2265,2000,318,12,24,1,2,1023,2,59,7,16,0,0,0,4,8,11,2,23,0,1058,6,35,21,2,1,11,29,40,21,18,2,0,11,0,14,1,0,0,0,22,10,17
30,62,671,976,1461,365,0,0,72,97,22,0,7,18,105,158,156,23,6,23,4,4,1348,2,74,17,7,0,0,0,2,5,14,3,21,1,348,11,10,1,1,0,3,9,13,20,8,0,11,4,0,17,0,0,0,0,22,13,18
4,38,769,1242,1520,314,0,1,78,147,108,14,31,186,1680,2836,2677,536,11,24,2,2,1031,2,59,8,16,0,0,0,3,9,12,2,23,1,1106,7,37,21,3,1,12,31,39,19,19,1,0,11,0,14,1,0,0,0,22,12,18
25,18,308,589,717,230,0,4,27,28,28,3,8,47,233,204,182,55,5,15,1,1,666,2,75,10,4,0,1,0,1,6,7,2,10,3,243,3,9,2,0,1,2,10,9,11,6,1,4,6,0,6,0,0,0,0,14,5,10
4,38,769,1242,1520,314,0,1,78,147,108,14,31,186,1680,2836,2677,536,11,24,2,2,1031,2,59,8,16,0,0,0,3,9,12,2,23,1,1106,7,37,21,3,1,12,31,39,19,19,1,0,11,0,14,1,0,0,0,22,12,18
2,11,135,255,260,86,0,34,127,55,22,3,22,171,407,313,208,114,5,9,2,0,220,4,46,6,3,0,0,0,2,2,6,0,7,1,258,2,7,2,0,3,5,9,11,6,4,1,3,4,0,5,0,0,0,0,9,3,6
10,13,390,844,1249,270,0,1,107,184,14,6,25,63,430,714,951,268,6,28,2,2,1340,3,110,22,10,0,0,0,3,7,18,4,27,3,1072,17,21,1,0,4,2,13,38,47,18,1,5,21,1,16,10,0,0,0,31,16,24
28,68,649,723,509,173,1,2,72,144,69,15,50,146,579,862,863,390,7,19,3,6,630,3,104,12,8,0,0,0,2,6,10,2,15,2,803,12,20,3,0,1,7,16,31,16,15,2,2,9,0,12,0,0,0,0,20,8,16
0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,100,823,1085,1683,426,0,20,38,16,1,0,22,619,1151,1431,1392,356,9,33,5,5,1454,1,12,19,11,0,0,1,4,6,19,4,30,2,737,11,24,6,0,1,4,18,26,26,17,2,7,12,0,19,0,0,0,0,33,13,23
22,31,407,724,1084,253,0,1,107,184,14,6,29,64,423,704,957,279,6,30,3,2,1153,3,110,22,10,0,0,0,3,8,18,4,27,2,1116,17,25,1,0,4,4,17,39,44,16,2,7,18,1,16,10,0,0,0,31,17,23
28,63,564,464,329,170,1,2,72,144,69,15,51,165,750,1163,1071,391,7,19,5,6,598,3,104,11,9,0,0,0,2,7,10,1,15,2,880,9,24,2,0,2,6,23,28,12,13,2,4,8,0,11,0,0,0,0,20,11,16
34,76,839,1422,2872,708,0,1,62,89,28,11,16,148,795,1366,1179,401,16,39,2,2,1327,3,45,15,25,1,0,0,3,21,14,5,37,0,657,12,21,7,0,0,14,16,32,16,25,3,8,20,0,29,1,0,0,0,39,23,30
18,24,486,1164,2085,531,1,0,76,190,100,7,9,143,707,1071,1101,418,8,23,2,3,1112,3,86,12,12,0,0,0,0,7,15,2,23,3,693,10,18,5,0,2,6,16,22,21,17,5,1,10,0,18,1,0,0,0,24,11,19
34,76,823,1377,2818,692,0,1,4,7,0,0,16,165,840,1390,1210,401,15,37,2,2,1287,2,10,14,23,1,0,0,3,20,13,4,36,0,650,11,21,7,0,0,13,18,31,16,23,3,7,19,0,28,1,0,0,0,36,23,28
9,12,383,824,1199,269,0,1,107,184,14,6,25,65,423,715,941,270,6,28,3,2,1282,3,110,22,10,0,0,0,3,7,18,4,27,2,1099,17,23,1,0,4,3,15,37,45,17,2,5,20,1,16,10,0,0,0,31,16,23
